stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
350,350,Escola Oficial d'Idiomes (riu),El Pla de la Saïdia 18 (DAVANT) - VALÈNCIA,39.4826614865218,-0.38148068925425,,,0,,0
351,351,El Pla de la Saïdia (riu) - Constitució,El Pla de la Saïdia 13 (DAVANT) - VALÈNCIA,39.4828192214762,-0.379532034381401,,,0,,0
352,352,Guadalaviar - Pont dels Serrans,Guadalaviar 2 (DAVANT) - VALÈNCIA,39.4816431961679,-0.375359515702762,,,0,,0
353,353,Doctor Nicasi Benlloch - Alcubles,Doctor Nicasi Benlloch 3 - VALÈNCIA,39.4873900041834,-0.388747273247162,,,0,,0
354,354,Pare Ferrís - Joaquim Ballester,Pare Ferrís 41 - VALÈNCIA,39.4848981454359,-0.386399005561756,,,0,,0
358,358,Joaquim Ballester (parell) - Ricardo Micó,Joaquim Ballester DAVANT JARDÍ - VALÈNCIA,39.4829902963513,-0.38969616948663,,,0,,0
359,359,Joaquim Ballester - Campanar,Joaquim Ballester 45 (LA FE) - VALÈNCIA,39.4818601195536,-0.392099876342407,,,0,,0
361,361,Joaquim Ballester (imparell) - Ricardo Micó,Joaquim Ballester JARDÍ - VALÈNCIA,39.482694775011,-0.389747251178929,,,0,,0
364,364,Campanar - Ricardo Micó,Campanar 19 - VALÈNCIA,39.4858917480442,-0.390687982424515,,,0,,0
367,367,Campanar - Joan Pau II,Campanar 102 - VALÈNCIA,39.4800258086425,-0.393690044539006,,,0,,0
368,368,Campanar - Tirso de Molina,Campanar 128 - VALÈNCIA,39.4777758007069,-0.394769557392805,,,0,,0
370,370,Campanar - Pius XII,Campanar 27 - VALÈNCIA,39.4806197411303,-0.393252055463107,,,0,,0
371,371,Pius XII (parell) - Centre Comercial,Pius XII 2 - VALÈNCIA,39.479482774267,-0.391398881755002,,,0,,0
372,372,Pius XII - Campanar,Pius XII 28 - VALÈNCIA,39.4823288191902,-0.393377072565819,,,0,,0
373,373,Pius XII (parell) - Metro Campanar,Pius XII 34 - VALÈNCIA,39.4843958911584,-0.394693341390331,,,0,,0
375,375,Corts Valencianes - Davant Escoles Professionals Sant Josep ,Corts Valencianes 6 (ACCÉS) - VALÈNCIA,39.4867536545067,-0.39640249221904,,,0,,0
376,376,Corts Valencianes (parell) - Metro Beniferri,Corts Valencianes 22 - VALÈNCIA,39.4910462089535,-0.399523851381531,,,0,,0
381,381,Mossén Miguel Tarín (imparell) - Carretera de Paterna,Mossen Miguel Tarin 49 - BENIMÀMET,39.4972967858473,-0.416111545887161,,,0,,0
382,382,Mossén Miguel Tarín (imparell) - Miquel Agraït,Mossen Miguel Tarin 25 - BENIMÀMET,39.4985508494291,-0.416331785227623,,,0,,0
383,383,Doctor Soriano Benlloch - Rafael Tenes Escrich,Doctor Soriano Benlloch 2 - BENIMÀMET,39.4995554638512,-0.417328294059592,,,0,,0
384,384,Benimàmet,Luis Cano 6 (DAVANT) - BENIMÀMET,39.5014210212691,-0.418673668071551,,,0,,0
385,385,Campament - Felipe Valls,"Campament, del 8 - BENIMÀMET",39.5026391384391,-0.420339796026294,,,0,,0
386,386,Campament (parell) - Joaquín Marín,"Campament, del 55 - BENIMÀMET",39.5013434578677,-0.423253471436034,,,0,,0
387,387,Polvorí - Sinarques,Senda del Polvorí DAVANT HOTEL - BENIMÀMET,39.5008443255565,-0.425153544861259,,,0,,0
388,388,Fira València,"Fires, de les 2 (jto.Hotel) - BENIMÀMET",39.5033015206916,-0.426239015389084,,,0,,0
389,389,Alginet - Algemesí,Alginet 4 - PATERNA (Terramelar),39.5071592883298,-0.429120707022362,,,0,,0
390,390,Terramelar ,Almassora 1 - PATERNA (Terramelar),39.5081935501366,-0.427930700420448,,,0,,0
391,391,Alginet - Alcossebre,Alginet 11 - PATERNA (Terramelar),39.506960532341,-0.429459113343509,,,0,,0
392,392,Avinguda de les Fires - Metro Fira València,"Fires, de les PORTA PRINCIPAL - BENIMÀMET",39.503451896746,-0.426479413640306,,,0,,0
393,393,Velòdrom Lluís Puig,Senda del Polvorí 24 (DAVANT) - BENIMÀMET,39.501688775148,-0.426272560994585,,,0,,0
394,394,Polvorí - Campament,Senda del Polvorí HOTEL - BENIMÀMET,39.500919076047,-0.42529805711721,,,0,,0
395,395,Campament (imparell) - Joaquín Marín,"Campament, del 53 - BENIMÀMET",39.5014869966221,-0.422694115362167,,,0,,0
396,396,Pintor Garnelo - Campament,Pintor Garnelo 3 - BENIMÀMET,39.5024199970998,-0.420093428374189,,,0,,0
397,397,Felipe Valls - Lluís Cano,Felipe Valls 59 - BENIMÀMET,39.501420136993,-0.419072141030283,,,0,,0
399,399,Mossén Miguel Tarín (parell) - Miquel Agraït,Mossen Miguel Tarin 16 - BENIMÀMET,39.4985297961558,-0.416386342801212,,,0,,0
400,400,Mossén Miguel Tarín (parell) - Carretera de Paterna,Mossen Miguel Tarin 38 - BENIMÀMET,39.4975340185229,-0.416199358219247,,,0,,0
403,403,Corts Valencianes - L'Alt Maestrat,Corts Valencianes S/N (CARRIL BUS) (IMPAR) - VALÈNCIA,39.4938774920818,-0.402277923102693,,,0,,0
